text,label,category_id,text_clean,class_prediction
Lancaaaar jayaaaaaaaa,Layanan Pelanggan,1,lancaaaar jayaaaaaaaa,Customer Service
mantap fast response nih thanks!!,Layanan Pelanggan,1,mantap fast response nih thanks,Customer Service
Baguss tapi agak kecil ya overall baguss dechhh,Produk,0,baguss ya overall baguss dechhh,Product
sangat memuaskan kualitas barang dan respon dari penjualnya,Layanan Pelanggan,1,muas kualitas barang respon jual,Customer Service
Lumayan lah bagus sesuai harga,Produk,0,lumayan bagus sesuai harga,Product
dikira buat cwok ternyata cewek diameternya agak kecil tapii prodk bagus,Produk,0,kira cwok nyata cewek diameter tapi prodk bagus,Product
Fast Respon barang ok semoga awet ya ganRecommended seller,Layanan Pelanggan,1,fast respon barang ok moga awet ya ganrecommended seller,Customer Service
Pengiriman lamaaa ,Pengiriman,2,kirim lamaaa,Shipping/Delivery
Beruntung dapet flash sale 25k thanks,Layanan Pelanggan,1,untung dapet flash sale 25k thanks,Customer Service
pengiriman aman seller juga ramah terima kasih sukses terus mau kasih lebih dari bintang 5 gabisa 😂,Layanan Pelanggan,1,kirim aman seller ramah terima kasih sukses terus kasih bintang 5 gabisa,Customer Service
barang sudah sampai dan sesuai pesanan,Produk,0,barang sesuai pesan,Customer Service
Good Pengiriman cepat dan packing nya rapi,Layanan Pelanggan,1,good kirim cepat packing nya rapi,Customer Service
BINTANG yang BERBICARA 😁👍🏽,Layanan Pelanggan,1,bintang bicara,Product
packing rapi barang bagus harga murah.,Produk,0,packing rapi barang bagus harga murah,Product
Sesuai deskripsi dan gambar,Produk,0,sesuai deskripsi gambar,Product
Sesuai deskripsi. Baterecuma 1 jadi irit.,Produk,0,sesuai deskripsi baterecuma 1 jadi irit,Product
barang bekerja dengan baik.,Produk,0,barang kerja baik,Customer Service
sesuai pesanan semoga awet barangnya,Produk,0,sesuai pesan moga awet barang,Product
sudah sampai barangnya hari ini gan. thanks,Pengiriman,2,barang hari gan thanks,Customer Service
sesuai dengan deskripsi gan. pas,Produk,0,sesuai deskripsi gan pas,Customer Service
Barang bagus. Dapat dari flash sale thanks tokopedia,Produk,0,barang bagus flash sale thanks tokopedia,Product
stick nya bagus. enak dimainin nya. Recommended banget nih store ,Produk,0,stick nya bagus enak dimainin nya recommended banget nih store,Product
Pengiriman cepat   ,Pengiriman,2,kirim cepat,Shipping/Delivery
thanks barang sudah sampai. mantap,Layanan Pelanggan,1,thanks barang sampai mantap,Shipping/Delivery
keren model bagus gak salah pilih,Produk,0,keren model bagus gak salah pilih,Product
Suka banget. Bagus. Ori thanks ya,Produk,0,suka banget bagus ori thanks ya,Product
barang cepat sangat dikirim dan sesuai pesanan,Layanan Pelanggan,1,barang cepat kirim sesuai pesan,Customer Service
Produk ini sesuai lapak,Produk,0,produk sesuai lapak,Product
Barang bagus mudah mudahan awet,Produk,0,barang bagus mudah mudah awet,Product
Sudah diterima belum dicoba,Layanan Pelanggan,1,terima coba,Shipping/Delivery
sampai dengan selamat,Pengiriman,2,selamat,Shipping/Delivery
mantap jaya pokoknyaa,Produk,0,mantap jaya pokoknyaa,Product
pelayanan cepat barang good good seller,Layanan Pelanggan,1,layan cepat barang good good seller,Customer Service
packing rapi produk original. manual &  kartu garansi lengakap. Recommended seller ,Layanan Pelanggan,1,packing rapi produk original manual kartu garansi lengakap recommended seller,Customer Service
Pengiriman lambat bilang bisa hari itu juga ternyata harus nunggu 2 hari,Pengiriman,2,kirim lambat bilang hari nyata nunggu 2 hari,Shipping/Delivery
barang bagus sesuai Produk,Produk,0,barang bagus sesuai produk,Product
Untuk diharga segini lumayan untuk kere seperti saya hehe,Produk,0,untuk harga gin lumayan untuk kere hehe,Product
Paket sudah mendarat thanks,Pengiriman,2,paket darat thanks,Customer Service
barang sangat ok dan dapat digunakan dengan baik,Produk,0,barang ok guna baik,Customer Service
mantappppppppppppppppppppppp,Layanan Pelanggan,1,mantappppppppppppppppppppppp,Customer Service
Barang oke pelayanan juga oke banget thanks sukses terus bro,Layanan Pelanggan,1,barang oke layan oke banget thanks sukses terus bro,Customer Service
okeeeee beuuudddddddddddddddddddddd,Produk,0,okeeeee beuuudddddddddddddddddddddd,Product
Barang bagus tapi kecil cocok untuk cewek pengiriman cepat packing baik,Produk,0,barang bagus cocok untuk cewek kirim cepat packing baik,Product
"Semua tombol berfungsi dengan baik 
Tapi jugan berharap lebih.
Ada harga ada rupa xixixixi",Produk,0,tombol fungsi baik jugan harap lebih harga rupa xixixixi,Product
mantap jiwaaaaa bosqqqqqq,Produk,0,mantap jiwaaaaa bosqqqqqq,Product
Produk bagus dan sesuai gambar.,Produk,0,produk bagus sesuai gambar,Product
harga dengan kualitas barang sesuai.,Produk,0,harga kualitas barang sesuai,Product
Thanks gan sampenya cepat,Pengiriman,2,thanks gan sampenya cepat,Shipping/Delivery
Barang ok dan berfungsi baik,Produk,0,barang ok fungsi baik,Customer Service
Barang diterima berfungsi dengan bauk dan cepat,Produk,0,barang terima fungsi bauk cepat,Product
Barang sudah nyampe dengan selamat packing rapi barang cepat nympe. semogak Awet,Layanan Pelanggan,1,barang nyampe selamat packing rapi barang cepat nympe semogak awet,Customer Service
terima kasih gan barang sudah sampai di tujuan dengan baik dan benar sesuai pesanan. Berfungsi dengan baik stick nya langsung dipasang di laptop dan lagi di mainkan sama anak saya mantap,Layanan Pelanggan,1,terima kasih gan barang tuju baik benar sesuai pesan fungsi baik stick nya langsung pasang laptop main anak mantap,Customer Service
semoga awet. tapi barang agak lama sampai pas malam2 baru diterima,Pengiriman,2,moga awet barang pas malam2 baru terima,Shipping/Delivery
"Sorry lama ngasi testi gan.
Stick sampai tepat waktu dan berfungsi normal. Walaupun merk yang sampai beda dengan gambar overall memuaskan.",Produk,0,sorry ngasi testi gan stick tepat waktu fungsi normal merk beda gambar overall muas,Product
barang sudah sampai packing rapi dan sesuai deskripsi,Layanan Pelanggan,1,barang packing rapi sesuai deskripsi,Customer Service
Respon cepat 30 menit sampai di tangan sendiri terima kasih,Layanan Pelanggan,1,respon cepat 30 menit tangan terima kasih,Customer Service
Sangat cepat dan sesuai dengan gambar.,Layanan Pelanggan,1,cepat sesuai gambar,Shipping/Delivery
Buat main game di pc. Lumayan bagus,Produk,0,main game pc lumayan bagus,Product
Bagus Kirimnya cepat,Pengiriman,2,bagus kirim cepat,Shipping/Delivery
barang sudah samape dan bagus nanti mau beli lagi terima kasih,Produk,0,barang samape bagus beli terima kasih,Product
tombol L1 nya agak mblesek kedalam gan,Produk,0,tombol l1 nya mblesek dalam gan,Product
barangnya mulus sih cuman ada beberapa tombolnya agak mendelep. tapi ok lah,Produk,0,barang mulus sih cuman tombol mendelep ok,Product
gak nyangaka keren banget jamnya hi hi,Produk,0,gak nyangaka keren banget jam hi hi,Product
respon cepat Pengiriman cepat packing rapi thanks gan,Layanan Pelanggan,1,respon cepat kirim cepat packing rapi thanks gan,Customer Service
barang yang dipesan sesuai harga,Produk,0,barang pes sesuai harga,Product
barang berfungsi dengan baik respon penjual cepat dan tanggap barang juga sampai tepat waktu. Recommended!,Layanan Pelanggan,1,barang fungsi baik respon jual cepat tanggap barang tepat waktu recommended,Customer Service
Barang bagus pas dapet flash sale 25rb. Packing luar biasa.Good Seller.tambah sukses Gan,Layanan Pelanggan,1,barang bagus pas dapet flash sale 25rb packing luar biasa good seller tambah sukses gan,Customer Service
Pengiriman sangat cepat. Terima kasih,Pengiriman,2,kirim cepat terima kasih,Shipping/Delivery
Pengiriman super cepat. Produk ori,Pengiriman,2,kirim super cepat produk ori,Shipping/Delivery
"Masa dikirimnya ke nomer 3 padahal di situ sudah tertulis alamatnya nomer 33
Untungnya masih tetagak saya jadi tau",Pengiriman,2,masa kirim nomer 3 situ tulis alamat nomer 33 untung tetagak jadi tau,Shipping/Delivery
Pengiriman cepat packing rapi barang berfungsi baik.,Pengiriman,2,kirim cepat packing rapi barang fungsi baik,Customer Service
thankyou gangood,Produk,0,thankyou gangood,Product
Baguss banget barangnyaa ok,Produk,0,baguss banget barangnyaa ok,Product
Baguss mantap sesuai pesanan,Layanan Pelanggan,1,baguss mantap sesuai pesan,Product
Sesuai dengan. Deskripsi tidak ccd overall mantap souuuuuuullll,Produk,0,sesuai dengan deskripsi ccd overall mantap souuuuuuullll,Product
"mouse ok. barang tiba dengan cepat
tapi driver gojek minta lagi uang parkir tuh gan. tapi ya ok lah",Produk,0,mouse ok barang tiba cepat driver gojek minta uang parkir tuh gan ya ok,Product
cepat responnya ramah kualitas barang ajib sesuai gambar top k-onenya pesen jam 9 jam 12:20 sampai by go send thanks gan,Layanan Pelanggan,1,cepat responnya ramah kualitas barang ajib sesuai gambar top k-onenya sen jam 9 jam 12 20 by go send thanks gan,Customer Service
Selalu seporthanks tampil gaya yang makin kece pastinya,Produk,0,seporthanks tampil gaya kece pasti,Product
Pelayanan ok barang ok berfungsi baik thanks,Layanan Pelanggan,1,layan ok barang ok fungsi baik thanks,Customer Service
proses cepat barang sudah sampai sesuai pesanan namun tidak bisa di gunakan. gak ke deteck. apakah salah caranya atau barangnya kurang bagus entah lah. :(,Pengiriman,2,proses cepat barang sesuai pesan guna gak deteck salah cara barang kurang bagus lah,Shipping/Delivery
Produk bagus Pengiriman cepat. tapi belum coba pakai joystickny semoga 2 2 yang brfungsi dengan baik ,Pengiriman,2,produk bagus kirim cepat coba pakai joystickny moga 2 2 brfungsi baik,Shipping/Delivery
gak kecewa barangnya bgs sesuai dengan caption.,Produk,0,gak kecewa barang bgs sesuai caption,Product
Saking cepatnya tiba sebelum 24 jam  rekomen seller top,Layanan Pelanggan,1,saking cepat tiba 24 jam rekomen seller top,Customer Service
Produk asli dan bergaransi Recommended seller 👍,Produk,0,produk asli garansi recommended seller,Product
murah Pengiriman cepat packing rapi recommended seller lah pokoknyaa,Layanan Pelanggan,1,murah kirim cepat packing rapi recommended seller pokoknyaa,Customer Service
lumayan lah   ,Produk,0,lumayan,Product
Patennn deteksi ke laptop nya langsung detek Pengiriman cepatthanks gan,Pengiriman,2,patennn deteksi laptop nya langsung detek kirim cepatthanks gan,Shipping/Delivery
mantappppp thanks gan ,Layanan Pelanggan,1,mantappppp thanks gan,Customer Service
Baguss istri saya suka,Produk,0,baguss istri suka,Product
Rapi dan sesuai yang diminta,Layanan Pelanggan,1,rapi sesuai minta,Customer Service
sesuai deskripsi kualitas bagus,Produk,0,sesuai deskripsi kualitas bagus,Product
Yang penting Original. terima kasih.,Produk,0,penting original terima kasih,Product
Nilai besar ringan wajah cukup besar dan sangat anti gores,Produk,0,nilai besar ringan wajah cukup besar anti gores,Product
Produk oke sesuai deskripsi,Produk,0,produk oke sesuai deskripsi,Product
Sepadan sm harga yang penting bisa di pakai dan recommended seller,Layanan Pelanggan,1,padan sm harga penting pakai recommended seller,Customer Service
Thank you Seller  ,Layanan Pelanggan,1,thank you seller,Customer Service
Proses cepat packaging aman bintang 5 gan,Layanan Pelanggan,1,proses cepat packaging aman bintang 5 gan,Customer Service
barang sesuai pesanan respon cepat pengirman aman.,Layanan Pelanggan,1,barang sesuai pesan respon cepat pengirman aman,Customer Service
Produk Oke Sesuai dengan Harga,Produk,0,produk oke sesuai harga,Product
barang bagus recommended ,Produk,0,barang bagus recommended,Product
Barang bagus Original,Produk,0,barang bagus original,Product
Jam tangan yang bagus dan dibuat nyaman,Produk,0,jam tangan bagus buat nyaman,Product
"Barang bagus mantap packing rapi seller nya juga ramah Fast respon Disaranin deh beli barang disini. Gabakal nyese
thanks ya👌",Layanan Pelanggan,1,barang bagus mantap packing rapi seller nya ramah fast respon disaranin deh beli barang sini gabakal nyese thanks ya,Customer Service
Sangat puasssssssssssss,Layanan Pelanggan,1,puasssssssssssss,Customer Service
Barang sesuai dengan foto bekerja dengan baik tidak ada cacat recommended.,Produk,0,barang sesuai foto kerja baik cacat recommended,Customer Service
"gak kedetect
gak bisa dipakai
zzzzzz",Produk,0,gak kedetect gak pakai zzzzzz,Product
Respon cepat Pengiriman cepat barang oke terima kasih banyak :),Layanan Pelanggan,1,respon cepat kirim cepat barang oke terima kasih,Customer Service
Barang bagus dan cepat sampai enak dipakai juga,Produk,0,barang bagus cepat enak pakai,Product
Barang bagus bisa dipakai semoga awet.,Produk,0,barang bagus pakai moga awet,Product
terima kasih gan. Responnya cepat proses cepat Pengiriman sangat cepat. Dan kualitas barang sangat memuaskan,Layanan Pelanggan,1,terima kasih gan responnya cepat proses cepat kirim cepat kualitas barang muas,Customer Service
Produk bagus seperti yang diharapkan dan pengiriman sangat cepat!,Produk,0,produk bagus harap kirim cepat,Product
sudah saya terima gan terima kasih ya,Layanan Pelanggan,1,terima gan terima kasih ya,Customer Service
Barang standar sesuai harig,Produk,0,barang standar sesuai harig,Product
barang cepat sampee sesuai dengan deskripsi,Pengiriman,2,barang cepat sampee sesuai deskripsi,Shipping/Delivery
thanks gan berfungsi dengan baik cepat pulaa,Produk,0,thanks gan fungsi baik cepat pulaa,Product
barang datang sesuai pesanan kakk terima kasihh,Produk,0,barang datang sesuai pesan kakk terima kasihh,Product
Jam oke dan original packing bagus padahal pilih pengiriman dengan jne reg tapi dikasih via jne yes mantap,Layanan Pelanggan,1,jam oke original packing bagus pilih kirim jne reg kasih via jne yes mantap,Customer Service
Joystick sudah sampai kualitasnya oke banget,Produk,0,joystick kualitas oke banget,Product
barang cepat sampai walau L2 agak keras overall good semoga awet!,Produk,0,barang cepat l2 keras overall good moga awet,Product
Saya mendapatkan pujian di jam tangan ini sepanjang waktu.,Produk,0,dapat puji jam tangan waktu,Product
terima kasih gan Barang sampai dengan selamat.,Layanan Pelanggan,1,terima kasih gan barang selamat,Shipping/Delivery
"Sesuai dengan deskripsi  Nice
Pengiriman agak lama",Pengiriman,2,sesuai deskripsi nice kirim,Product
Barang sesuai dengan pesanan thanks,Produk,0,barang sesuai pesan thanks,Customer Service
barang diterima sesuai yang ditawarkan bagussss,Produk,0,barang terima sesuai tawar bagussss,Product
mantap. Respon cepat langsung diproses. Sukses terus gan!,Layanan Pelanggan,1,mantap respon cepat langsung proses sukses terus gan,Customer Service
barangnya mantap packingnya rapi,Layanan Pelanggan,1,barang mantap packingnya rapi,Customer Service
Diterima dengan baik semoga awet.,Layanan Pelanggan,1,terima baik moga awet,Product
sesuai foto hanya waktu dicoba gak bisa untuk connect hdd saya yang usb 3.0 kalau yang pakai usb 2.0 bisa. thanks pak,Produk,0,sesuai foto waktu coba gak untuk connect hdd usb 3 0 pakai usb 2 0 bisa thanks pak,Product
Barangnya okeee loh ,Produk,0,barang okeee loh,Product
Biar bintang yang berbicara ,Layanan Pelanggan,1,biar bintang bicara,Product
Seller fast response Recommended top punya lah pkoknya. Barang dikirim langsung kualitas ok,Layanan Pelanggan,1,seller fast response recommended top punya pkoknya barang kirim langsung kualitas ok,Customer Service
barang sesuai pesanan respon oke,Produk,0,barang sesuai pesan respon oke,Customer Service
Kemasan agak penyok di bagian ujung Kiri saat diterima.ada cacat di connector USB,Layanan Pelanggan,1,kemas penyok bagi ujung kiri terima ada cacat connector usb,Product
Barang sudah diterima dan bagus serta nyaman digunakan.,Produk,0,barang terima bagus nyaman guna,Product
barang oke tapi packing gojeknya tolong diperbagus lagi,Layanan Pelanggan,1,barang oke packing gojek tolong bagus,Product
Barang yang dibeli sesuai dengan yang diinginkan joystick bekerja dengan baik.,Produk,0,barang beli sesuai ingin joystick kerja baik,Product
Kualitas baik harga terjangakau. pokoknyaa top deh😄,Produk,0,kualitas baik harga terjangakau pokoknyaa top deh,Product
produk berkualitas tidak ragu pesan dilapak ini. top markotop daaah,Produk,0,produk kualitas ragu pesan lapak ini top markotop daaah,Product
mantap jiwa sip oke,Produk,0,mantap jiwa sip oke,Product
harigapantas. dan berfungsi dengan baik. thanks agan,Produk,0,harigapantas fungsi baik thanks agan,Product
Bagus dan sesuai pesanan,Produk,0,bagus sesuai pesan,Product
cepat ngirimnya dan barangnya ok,Pengiriman,2,cepat ngirimnya barang ok,Shipping/Delivery
mantap barang sudah saya terima Pengiriman cuma 2 hari thanks ya tapii belumsaya coba,Pengiriman,2,mantap barang terima kirim 2 hari thanks ya tapi belumsaya coba,Shipping/Delivery
"Ajib gan barang work 100%.
semoga awet buat kedepan nya. recommended seler",Produk,0,ajib gan barang work 100 moga awet depan nya recommended seler,Product
Terima kasih pesanan sudah saya terima dan saya senang semoga sukses,Layanan Pelanggan,1,terima kasih pesan terima senang moga sukses,Customer Service
Barang sesuai harapan pengiriman cepat fast respon,Layanan Pelanggan,1,barang sesuai harap kirim cepat fast respon,Customer Service
Barang sesuai orderan dan kondisi bagus,Produk,0,barang sesuai order kondisi bagus,Customer Service
Baugus lah ,Produk,0,baugus,Product
thanks bos barang sudah diterima ,Layanan Pelanggan,1,thanks bos barang terima,Product
Favorite. matur nuwun ,Produk,0,favorite matur nuwun,Product
Barang bagus dan one day service bisa,Produk,0,barang bagus one day service,Product
terima kasih barang sudah sampai pokoknyaa mantap jugan ragu buat beli di agan ini rekomen,Layanan Pelanggan,1,terima kasih barang pokoknyaa mantap jugan ragu beli agan rekomen,Customer Service
Packing dan kiriman cepat,Pengiriman,2,packing kirim cepat,Shipping/Delivery
